"","berger_parker","buzas_gibson","chao1","dominance","equitability","jost","jost1","reads","richness","robbins","simpson","shannon_e","shannon_2","shannon_10","Timepoint","zOTU_berger_parker","zOTU_buzas_gibson","zOTU_chao1","zOTU_dominance","zOTU_equitability","zOTU_jost","zOTU_jost1","zOTU_reads","zOTU_richness","zOTU_robbins","zOTU_simpson","zOTU_shannon_e","zOTU_shannon_2","zOTU_shannon_10"
"2G012",0.563,0.00069,119.3,0.661,0.409,3.87,6.9,9998,112,0.372,0.339,1.93,2.79,0.839,"T3",0.565,0.000752,117,0.665,0.428,4.01,7.52,9997,111,0.339,0.335,2.02,2.91,0.876
"2G022",0.487,0.000824,121.6,0.727,0.444,4.76,8.23,9987,115,0.345,0.273,2.11,3.04,0.916,"T3",0.486,0.00097,137.1,0.739,0.466,5.19,9.69,9992,131,0.318,0.261,2.27,3.28,0.986
"2G032",0.111,0.00251,119.3,0.942,0.678,19.9,25.2,10001,116,0.308,0.0576,3.22,4.65,1.4,"T3",0.11,0.00307,144.6,0.948,0.691,23.1,30.7,9999,142,0.287,0.0518,3.42,4.94,1.49
"2G042",0.827,0.000236,70.5,0.311,0.215,1.65,2.35,9993,54,0.418,0.689,0.856,1.24,0.372,"T3",0.827,0.000245,74.5,0.312,0.218,1.66,2.45,9990,61,0.419,0.688,0.895,1.29,0.389
"2P012",0.259,0.0014,97.2,0.882,0.581,10.2,14,9996,94,0.295,0.118,2.64,3.81,1.15,"T3",0.259,0.00143,116,0.883,0.564,10.3,14.3,10001,111,0.339,0.117,2.66,3.84,1.15
"2P022",0.33,0.000996,88.9,0.827,0.513,7.02,9.95,9992,88,0.236,0.173,2.3,3.32,0.998,"T3",0.322,0.00101,93.5,0.828,0.51,7.04,10.1,9992,93,0.202,0.172,2.31,3.33,1
"2P032",0.131,0.00196,76.4,0.926,0.691,15.5,19.6,9982,74,0.147,0.0736,2.97,4.29,1.29,"T3",0.131,0.00203,91.9,0.927,0.672,15.7,20.3,9980,88,0.157,0.0733,3.01,4.34,1.31
"2P042",0.616,0.000607,96.6,0.607,0.402,3.33,6.06,9983,88,0.326,0.393,1.8,2.6,0.782,"T3",0.614,0.000615,91.1,0.61,0.406,3.37,6.14,9981,87,0.261,0.39,1.82,2.62,0.788
"2S012",0.446,0.001,109.7,0.774,0.501,5.96,10,9998,99,0.37,0.226,2.3,3.32,1,"T3",0.239,0.00143,119.6,0.874,0.564,9.82,14.3,10001,112,0.381,0.126,2.66,3.84,1.16
"2S022",0.241,0.00184,113.3,0.9,0.615,12.6,18.3,9983,113,0.14,0.0997,2.91,4.2,1.26,"T3",0.241,0.00195,127.2,0.902,0.614,13,19.5,9984,126,0.173,0.0984,2.97,4.29,1.29
"2S032",0.184,0.00201,125.5,0.914,0.622,14.1,20.1,9972,124,0.232,0.0864,3,4.33,1.3,"T3",0.135,0.00231,142.7,0.927,0.634,16.5,23.1,9974,141,0.232,0.0728,3.14,4.53,1.36
"2S042",0.138,0.00208,97.2,0.93,0.665,16.5,20.8,9987,96,0.237,0.0699,3.03,4.38,1.32,"T3",0.136,0.00225,101,0.932,0.678,17.3,22.5,9984,99,0.24,0.0676,3.11,4.49,1.35
"2W012",0.364,0.0013,109.8,0.825,0.547,7.65,13,9974,108,0.211,0.175,2.56,3.7,1.11,"T3",0.363,0.00141,163.6,0.827,0.525,7.88,14.1,10017,155,0.372,0.173,2.65,3.82,1.15
"2W022",0.258,0.002,133.1,0.897,0.616,12.8,20,9995,129,0.285,0.103,2.99,4.32,1.3,"T3",0.256,0.00227,154.3,0.902,0.622,13.9,22.7,9988,151,0.27,0.098,3.12,4.5,1.36
"2W032",0.431,0.00126,102,0.795,0.548,6.95,12.6,10003,102,0,0.205,2.54,3.66,1.1,"T3",0.431,0.00135,113,0.796,0.551,7.11,13.6,10010,113,0,0.204,2.61,3.76,1.13
"2W042",0.295,0.00169,133.7,0.871,0.58,10.4,16.9,9983,131,0.318,0.129,2.83,4.08,1.23,"T3",0.295,0.00194,160.1,0.882,0.587,11.7,19.4,9987,156,0.363,0.118,2.96,4.28,1.29
"3C01",0.219,0.00131,134.2,0.864,0.529,8.81,13.1,9980,129,0.323,0.136,2.57,3.71,1.12,"T3",0.2,0.0017,147.3,0.887,0.569,10.9,17,9983,145,0.267,0.113,2.83,4.09,1.23
"3C02",0.237,0.00182,108.5,0.901,0.621,12.7,18.2,9996,107,0.222,0.0986,2.9,4.19,1.26,"T3",0.156,0.00207,112.4,0.923,0.644,15.4,20.7,9998,110,0.198,0.0767,3.03,4.37,1.32
"3C03",0.627,0.000532,76.7,0.588,0.389,3.08,5.32,10010,74,0.187,0.412,1.67,2.41,0.726,"T3",0.622,0.000574,76.5,0.595,0.406,3.18,5.75,10010,74,0.12,0.405,1.75,2.52,0.759
"3D012",0.382,0.000578,111.4,0.703,0.374,3.91,5.78,10004,109,0.4,0.297,1.76,2.53,0.762,"T3",0.358,0.000827,140.6,0.756,0.429,5.02,8.28,10005,138,0.36,0.244,2.11,3.05,0.918
"3D022",0.427,0.000589,73.6,0.712,0.415,4.09,5.89,9990,72,0.219,0.288,1.77,2.56,0.77,"T3",0.409,0.00083,108.5,0.752,0.453,5.03,8.29,9990,107,0.222,0.248,2.12,3.05,0.919
"3D032",0.359,0.000733,111.5,0.774,0.428,5.17,7.32,9991,105,0.443,0.226,1.99,2.87,0.864,"T3",0.332,0.000954,134.9,0.803,0.462,6.17,9.54,9995,132,0.383,0.197,2.26,3.25,0.979
"3D042",0.478,0.000509,57.8,0.7,0.406,3.84,5.08,9982,55,0.339,0.3,1.63,2.35,0.706,"T3",0.432,0.000697,88.4,0.746,0.441,4.73,6.95,9980,81,0.329,0.254,1.94,2.8,0.842
"3G012",0.231,0.00127,81.7,0.874,0.578,9.4,12.7,9990,81,0.171,0.126,2.54,3.66,1.1,"T3",0.228,0.00146,115.6,0.879,0.566,10,14.6,9995,114,0.217,0.121,2.68,3.87,1.16
"3G022",0.425,0.00107,108.4,0.791,0.508,6.44,10.7,9989,106,0.308,0.209,2.37,3.42,1.03,"T3",0.421,0.00131,157.5,0.798,0.518,6.96,13.1,9995,144,0.359,0.202,2.57,3.71,1.12
"3G032",0.613,0.000576,101.1,0.61,0.393,3.32,5.76,9995,86,0.379,0.39,1.75,2.53,0.76,"T3",0.613,0.000614,131.5,0.611,0.388,3.36,6.13,9989,107,0.389,0.389,1.81,2.62,0.788
"3G042",0.653,0.000486,79.6,0.558,0.361,2.84,4.85,9984,79,0.225,0.442,1.58,2.28,0.686,"T3",0.65,0.000522,93.6,0.561,0.364,2.89,5.21,9979,93,0.181,0.439,1.65,2.38,0.717
"3P011",0.278,0.00171,203.9,0.875,0.55,10.4,17.1,10004,175,0.432,0.125,2.84,4.09,1.23,"T3",0.175,0.00229,203.1,0.914,0.595,14.6,22.9,9999,193,0.371,0.0861,3.13,4.51,1.36
"3P022",0.351,0.00132,169.5,0.824,0.506,7.48,13.1,9984,162,0.356,0.176,2.58,3.72,1.12,"T3",0.349,0.00158,208.9,0.842,0.523,8.6,15.7,9991,194,0.364,0.158,2.76,3.98,1.2
"3P032",0.196,0.00236,172.9,0.924,0.619,16.4,23.6,10002,166,0.377,0.0762,3.16,4.56,1.37,"T3",0.133,0.00306,200.4,0.944,0.647,21.7,30.6,10006,197,0.328,0.0558,3.42,4.93,1.49
"3P041",0.194,0.00198,128.7,0.909,0.615,13.5,19.7,9978,128,0.194,0.0914,2.98,4.3,1.3,"T3",0.191,0.00236,151.9,0.921,0.629,16,23.5,9983,151,0.224,0.0787,3.16,4.56,1.37
"3S012",0.208,0.00199,186.5,0.902,0.575,12.9,19.9,9994,182,0.377,0.0983,2.99,4.32,1.3,"T3",0.218,0.00221,227.2,0.903,0.576,13.5,22.2,10008,216,0.415,0.0967,3.1,4.47,1.35
"3S022",0.268,0.0015,142.6,0.867,0.551,9.48,14.9,9978,135,0.287,0.133,2.7,3.9,1.17,"T3",0.216,0.00196,181,0.897,0.581,12.5,19.6,9984,168,0.331,0.103,2.98,4.29,1.29
"3S032",0.367,0.00102,121.2,0.809,0.486,6.55,10.2,9983,119,0.3,0.191,2.32,3.35,1.01,"T3",0.366,0.00106,140.2,0.805,0.477,6.45,10.5,9984,139,0.293,0.195,2.35,3.4,1.02
"3W012",0.334,0.000686,93.9,0.77,0.43,4.95,6.86,9993,88,0.348,0.23,1.93,2.78,0.836,"T3",0.313,0.000957,126.1,0.807,0.469,6.21,9.56,9988,123,0.282,0.193,2.26,3.26,0.98
"3W022",0.522,0.000678,101.5,0.687,0.418,4.05,6.78,9989,97,0.306,0.313,1.91,2.76,0.831,"T3",0.516,0.000808,134,0.698,0.429,4.34,8.06,9978,129,0.315,0.302,2.09,3.01,0.906
"3W032",0.596,0.000571,177,0.62,0.377,3.35,5.71,10007,102,0.476,0.38,1.74,2.51,0.757,"T3",0.589,0.000657,288.2,0.635,0.398,3.59,6.57,10011,114,0.487,0.365,1.88,2.72,0.818
"3W042",0.254,0.00114,111.2,0.857,0.527,8.21,11.4,9991,102,0.291,0.143,2.44,3.51,1.06,"T3",0.252,0.00128,153.3,0.86,0.512,8.56,12.8,9987,145,0.336,0.14,2.55,3.68,1.11
"4C01",0.58,0.000468,54.9,0.626,0.387,3.24,4.68,9995,54,0.273,0.374,1.54,2.23,0.67,"T3",0.515,0.000676,75.8,0.698,0.444,4.21,6.76,9993,74,0.227,0.302,1.91,2.76,0.83
"4C02",0.176,0.00116,80.5,0.885,0.567,9.6,11.6,9999,76,0.351,0.115,2.45,3.54,1.07,"T3",0.151,0.00152,94.3,0.907,0.607,12.1,15.2,9995,89,0.289,0.093,2.72,3.93,1.18
"4C03",0.754,0.000271,40.7,0.416,0.27,1.97,2.71,9994,40,0.293,0.584,0.996,1.44,0.433,"T3",0.732,0.000315,52.9,0.45,0.29,2.14,3.15,9995,52,0.283,0.55,1.15,1.65,0.498
"4C04",0.506,0.000399,49.1,0.641,0.368,3.12,3.99,9994,43,0.318,0.359,1.38,2,0.601,"T3",0.491,0.000469,68,0.659,0.371,3.36,4.68,9995,64,0.262,0.341,1.54,2.23,0.671
"4D012",0.322,0.000658,81.7,0.777,0.43,5.02,6.57,9996,80,0.296,0.223,1.88,2.72,0.818,"T3",0.321,0.000823,106.2,0.791,0.453,5.59,8.23,9998,105,0.236,0.209,2.11,3.04,0.916
"4D022",0.41,0.000885,97.9,0.785,0.477,5.83,8.85,9992,97,0.224,0.215,2.18,3.15,0.947,"T3",0.406,0.00127,140.7,0.805,0.515,7.04,12.7,9992,140,0.213,0.195,2.54,3.67,1.1
"4D032",0.457,0.000778,98.6,0.736,0.448,4.79,7.77,9991,97,0.276,0.264,2.05,2.96,0.891,"T3",0.454,0.00103,143.1,0.75,0.471,5.36,10.3,9997,142,0.217,0.25,2.34,3.37,1.01
"4D041",0.607,0.00054,116.2,0.606,0.367,3.2,5.4,9997,99,0.41,0.394,1.69,2.43,0.732,"T3",0.604,0.000651,147.8,0.615,0.384,3.38,6.51,9999,132,0.338,0.385,1.87,2.7,0.813
"4G012",0.48,0.000747,98,0.728,0.44,4.65,7.46,9986,96,0.289,0.272,2.01,2.9,0.873,"T3",0.48,0.000911,119,0.741,0.465,5.15,9.1,9991,115,0.267,0.259,2.21,3.19,0.959
"4G022",0.292,0.001,94.8,0.837,0.509,7.23,10,9988,93,0.266,0.163,2.31,3.33,1,"T3",0.192,0.00161,107.9,0.898,0.6,11.7,16,9987,102,0.233,0.102,2.78,4,1.21
"4G032",0.662,0.000477,81.3,0.548,0.355,2.77,4.76,9987,81,0.146,0.452,1.56,2.25,0.678,"T3",0.659,0.000541,104.8,0.553,0.363,2.87,5.4,9990,104,0.171,0.447,1.69,2.43,0.732
"4G042",0.805,0.000261,60.6,0.344,0.237,1.75,2.61,9989,57,0.276,0.656,0.958,1.38,0.416,"T3",0.8,0.000292,73.1,0.355,0.25,1.81,2.92,9987,72,0.164,0.645,1.07,1.54,0.465
"4P012",0.503,0.000904,130.6,0.723,0.454,4.87,9.02,9982,127,0.336,0.277,2.2,3.17,0.955,"T3",0.498,0.000988,148.9,0.728,0.459,5.04,9.86,9978,147,0.277,0.272,2.29,3.3,0.994
"4P022",0.504,0.000657,102.8,0.69,0.409,4.02,6.56,9985,99,0.33,0.31,1.88,2.71,0.817,"T3",0.49,0.000705,120.3,0.7,0.409,4.16,7.04,9983,118,0.286,0.3,1.95,2.82,0.847
"4P032",0.83,0.000248,66.1,0.307,0.218,1.65,2.48,9991,65,0.227,0.693,0.908,1.31,0.394,"T3",0.82,0.000266,79.7,0.325,0.225,1.71,2.66,9987,78,0.278,0.675,0.979,1.41,0.425
"4P041",0.444,0.000767,118,0.741,0.428,4.77,7.66,9995,116,0.291,0.259,2.04,2.94,0.884,"T3",0.442,0.000803,135.7,0.742,0.425,4.83,8.02,9989,134,0.296,0.258,2.08,3,0.904
"4S012",0.6,0.000603,108.3,0.62,0.386,3.39,6.02,9989,105,0.292,0.38,1.8,2.59,0.78,"T3",0.598,0.000627,132.7,0.623,0.376,3.43,6.26,9987,131,0.295,0.377,1.83,2.65,0.796
"4S022",0.559,0.000494,124.5,0.621,0.347,3.14,4.93,9987,100,0.416,0.379,1.6,2.3,0.693,"T3",0.554,0.000532,141,0.628,0.345,3.23,5.32,9991,127,0.414,0.372,1.67,2.41,0.726
"4S032",0.736,0.000408,96.5,0.453,0.309,2.26,4.08,9995,94,0.284,0.547,1.41,2.03,0.611,"T3",0.733,0.000427,115.6,0.458,0.307,2.3,4.27,9998,113,0.298,0.542,1.45,2.1,0.631
"4S042",0.823,0.000268,85.1,0.318,0.224,1.69,2.68,9985,82,0.301,0.682,0.986,1.42,0.428,"T3",0.808,0.000291,97.5,0.343,0.235,1.78,2.91,9983,94,0.305,0.657,1.07,1.54,0.464
"4W011",0.583,0.000481,84.5,0.622,0.358,3.19,4.8,9986,80,0.296,0.378,1.57,2.26,0.681,"T3",0.574,0.000536,115.5,0.634,0.356,3.35,5.35,9980,111,0.375,0.366,1.68,2.42,0.729
"4W022",0.345,0.000809,123.4,0.767,0.441,5.22,8.08,9993,114,0.339,0.233,2.09,3.01,0.907,"T3",0.346,0.000922,162.5,0.77,0.439,5.42,9.2,9980,156,0.344,0.23,2.22,3.2,0.964
"4W032",0.449,0.000435,78.2,0.659,0.338,3.27,4.34,9986,77,0.295,0.341,1.47,2.12,0.638,"T3",0.446,0.000601,99.4,0.69,0.391,3.83,6,9981,98,0.253,0.31,1.79,2.59,0.778
"4W042",0.455,0.000623,88,0.722,0.412,4.32,6.23,9988,85,0.372,0.278,1.83,2.64,0.794,"T3",0.453,0.000815,111.5,0.748,0.452,5.04,8.13,9983,103,0.317,0.252,2.1,3.02,0.91
"5C01",0.786,0.000264,46.4,0.374,0.256,1.85,2.64,9991,44,0.244,0.626,0.969,1.4,0.421,"T3",0.67,0.000431,55.4,0.54,0.37,2.71,4.31,9989,52,0.245,0.46,1.46,2.11,0.634
"5C02",0.556,0.000547,79.1,0.654,0.393,3.55,5.46,9993,75,0.303,0.346,1.7,2.45,0.738,"T3",0.432,0.000881,88.7,0.775,0.488,5.68,8.8,9990,86,0.241,0.225,2.17,3.14,0.944
"5C03",0.257,0.00108,91.7,0.848,0.537,7.84,10.8,10001,85,0.384,0.152,2.38,3.44,1.04,"T3",0.257,0.00158,126.3,0.89,0.596,11.3,15.8,10006,103,0.394,0.11,2.76,3.98,1.2
"5C04",0.44,0.000427,64.8,0.66,0.349,3.26,4.27,9993,64,0.277,0.34,1.45,2.09,0.63,"T3",0.438,0.000437,75.6,0.662,0.344,3.28,4.37,9997,73,0.311,0.338,1.47,2.13,0.641
"5D012",0.62,0.000375,62.1,0.571,0.325,2.71,3.75,9993,58,0.339,0.429,1.32,1.91,0.574,"T3",0.58,0.00054,104,0.629,0.378,3.35,5.4,9991,86,0.345,0.371,1.69,2.43,0.732
"5D021",0.714,0.000335,68.2,0.472,0.291,2.24,3.35,9986,64,0.4,0.528,1.21,1.74,0.525,"T3",0.664,0.000495,98.6,0.545,0.354,2.78,4.95,9991,91,0.38,0.455,1.6,2.31,0.694
"5D032",0.655,0.000366,72.3,0.53,0.304,2.49,3.65,9987,71,0.292,0.47,1.3,1.87,0.563,"T3",0.624,0.000489,93.7,0.578,0.35,2.91,4.88,9990,93,0.202,0.422,1.59,2.29,0.688
"5D042",0.537,0.000816,119.1,0.695,0.44,4.45,8.14,9983,117,0.314,0.305,2.1,3.03,0.911,"T3",0.529,0.000942,149.2,0.706,0.45,4.75,9.41,9990,146,0.327,0.294,2.24,3.23,0.974
"5G012",0.459,0.000764,89.7,0.751,0.455,5.05,7.64,9994,87,0.318,0.249,2.03,2.93,0.883,"T3",0.46,0.00091,103.8,0.757,0.478,5.43,9.09,9992,101,0.324,0.243,2.21,3.18,0.959
"5G022",0.328,0.00114,110.5,0.84,0.521,7.72,11.3,9986,106,0.393,0.16,2.43,3.5,1.05,"T3",0.328,0.00129,135.3,0.842,0.524,8.08,12.8,9985,130,0.374,0.158,2.55,3.68,1.11
"5G032",0.464,0.000889,75,0.76,0.507,5.54,8.88,9989,74,0.24,0.24,2.18,3.15,0.949,"T3",0.463,0.001,108.5,0.763,0.493,5.74,10,9988,107,0.259,0.237,2.3,3.32,1
"5G041",0.511,0.000668,78.1,0.701,0.441,4.23,6.67,9990,74,0.267,0.299,1.9,2.74,0.824,"T3",0.511,0.000723,97,0.703,0.435,4.31,7.22,9986,94,0.284,0.297,1.98,2.85,0.858
"5P022",0.525,0.000753,100.6,0.699,0.44,4.37,7.51,9984,98,0.323,0.301,2.02,2.91,0.876,"T3",0.5,0.00087,120,0.725,0.453,4.87,8.69,9987,118,0.286,0.275,2.16,3.12,0.939
"5P032",0.27,0.00142,140.4,0.874,0.54,9.76,14.2,10002,137,0.341,0.126,2.66,3.83,1.15,"T3",0.17,0.00187,160.7,0.908,0.579,13,18.6,9993,156,0.389,0.0924,2.93,4.22,1.27
"5P042",0.327,0.0012,131.1,0.84,0.512,7.8,12,9983,127,0.312,0.16,2.48,3.58,1.08,"T3",0.214,0.00163,157.7,0.891,0.555,11.1,16.3,9986,153,0.318,0.109,2.79,4.03,1.21
"5S012",0.173,0.00186,130.6,0.912,0.602,13.6,18.6,9979,128,0.318,0.0876,2.92,4.22,1.27,"T3",0.131,0.00227,154.9,0.93,0.621,16.8,22.7,9976,152,0.314,0.0697,3.12,4.5,1.36
"5S022",0.326,0.00134,137.2,0.849,0.529,8.49,13.4,9994,135,0.324,0.151,2.59,3.74,1.13,"T3",0.261,0.00176,165.6,0.89,0.563,11.5,17.6,9999,164,0.303,0.11,2.87,4.14,1.25
"5S042",0.329,0.00151,149.7,0.859,0.543,9.4,15.1,9983,148,0.322,0.141,2.71,3.91,1.18,"T3",0.21,0.002,169.2,0.907,0.586,13.4,20,9989,166,0.335,0.0932,3,4.32,1.3
"5W012",0.416,0.000472,75.5,0.695,0.364,3.63,4.72,9992,71,0.333,0.305,1.55,2.24,0.674,"T3",0.403,0.000615,95.2,0.721,0.402,4.16,6.13,9977,91,0.283,0.279,1.81,2.62,0.788
"5W022",0.351,0.000638,82.1,0.768,0.424,4.86,6.37,9990,79,0.312,0.232,1.85,2.67,0.804,"T3",0.307,0.000962,116.7,0.806,0.486,6.23,9.61,9987,105,0.274,0.194,2.26,3.26,0.983
"5W031",0.549,0.000381,59.7,0.627,0.328,3.01,3.81,9992,59,0.267,0.373,1.34,1.93,0.581,"T3",0.543,0.000477,91.5,0.644,0.349,3.28,4.76,9985,87,0.307,0.356,1.56,2.25,0.678
"5W042",0.405,0.00055,105.7,0.711,0.368,3.93,5.49,9986,102,0.398,0.289,1.7,2.46,0.74,"T3",0.402,0.000658,130.3,0.727,0.389,4.28,6.57,9985,127,0.359,0.273,1.88,2.72,0.818
