Sample,berger_parker,buzas_gibson,chao1,dominance,equitability,jost,jost1,reads,richness,robbins,simpson,shannon_e,shannon_2,shannon_10
4D04,0.497,0.000704,116,0.689,0.415,4.02,7.04,9989,110,0.342,0.311,1.95,2.81,0.847
4G01,0.52,0.000881,123.8,0.71,0.455,4.7,8.81,10001,119,0.283,0.29,2.18,3.14,0.945
4G02,0.251,0.0014,107.5,0.869,0.567,9.44,14,9994,105,0.274,0.131,2.64,3.81,1.15
4G03,0.284,0.00147,106.4,0.877,0.579,10.2,14.7,9988,103,0.25,0.123,2.68,3.87,1.17
4G04,0.241,0.00158,125.6,0.883,0.576,10.7,15.8,9988,120,0.331,0.117,2.76,3.98,1.2
4P01,0.616,0.000561,138.6,0.59,0.352,3.05,5.59,9977,133,0.299,0.41,1.72,2.48,0.748
4P02,0.566,0.000733,103.6,0.664,0.431,3.97,7.31,9979,101,0.225,0.336,1.99,2.87,0.864
4P03,0.492,0.000842,134.3,0.716,0.436,4.6,8.41,9982,132,0.308,0.284,2.13,3.07,0.925
4S01,0.664,0.000444,125.9,0.535,0.31,2.62,4.43,9975,122,0.317,0.465,1.49,2.15,0.647
4S02,0.479,0.000795,103.7,0.737,0.449,4.91,7.93,9982,101,0.294,0.263,2.07,2.99,0.9
4S03,0.656,0.000597,135.3,0.562,0.366,3,5.96,9980,132,0.308,0.438,1.79,2.58,0.775
4S04,0.215,0.0013,138.4,0.876,0.525,9.29,13,9987,133,0.343,0.124,2.57,3.7,1.11
4W02,0.256,0.00112,137.5,0.842,0.494,7.52,11.1,9985,132,0.323,0.158,2.41,3.48,1.05
4W03,0.279,0.00175,170.8,0.879,0.558,10.8,17.5,9981,168,0.337,0.121,2.86,4.13,1.24
4W04,0.577,0.000663,172,0.642,0.368,3.6,6.62,9980,169,0.359,0.358,1.89,2.73,0.821
5D01,0.435,0.000661,116.9,0.729,0.406,4.4,6.61,9994,105,0.368,0.271,1.89,2.72,0.82
5D03,0.518,0.000492,110.6,0.641,0.343,3.25,4.91,9979,103,0.375,0.359,1.59,2.29,0.691
5D04,0.464,0.000875,175.2,0.736,0.421,4.87,8.74,9995,172,0.353,0.264,2.17,3.13,0.942
5G01,0.755,0.000305,62.5,0.418,0.272,2.02,3.04,9994,60,0.295,0.582,1.11,1.61,0.483
5G02,0.257,0.00201,145.1,0.895,0.604,12.6,20.1,9979,144,0.221,0.105,3,4.33,1.3
5G03,0.219,0.00179,122.9,0.9,0.601,12.4,17.9,9981,121,0.221,0.0999,2.88,4.16,1.25
5G04,0.469,0.000815,144,0.738,0.444,4.88,8.14,9987,112,0.354,0.262,2.1,3.02,0.91
5P01,0.402,0.00107,127,0.802,0.491,6.59,10.7,9981,124,0.352,0.198,2.37,3.42,1.03
5P02,0.184,0.00164,177.9,0.891,0.548,11,16.4,10013,165,0.398,0.109,2.8,4.04,1.22
5P03,0.223,0.00161,149.2,0.892,0.558,11.2,16.1,9988,145,0.356,0.108,2.78,4.01,1.21
5P04,0.408,0.00122,115.2,0.809,0.527,7.17,12.1,9946,114,0.243,0.191,2.5,3.6,1.08
5S01,0.217,0.00122,101.6,0.873,0.544,9.15,12.2,9986,100,0.317,0.127,2.5,3.61,1.09
5S02,0.133,0.00234,148.5,0.933,0.632,17.5,23.3,9981,146,0.306,0.0672,3.15,4.54,1.37
5S03,0.286,0.00183,165.8,0.887,0.571,11.7,18.3,9979,163,0.378,0.113,2.91,4.19,1.26
5S04,0.378,0.00125,164.2,0.819,0.497,7.35,12.5,9968,160,0.379,0.181,2.52,3.64,1.1
5W01,0.342,0.00114,130.4,0.818,0.501,6.97,11.4,9992,129,0.285,0.182,2.43,3.51,1.06
5W02,0.261,0.00123,116.9,0.868,0.53,8.94,12.2,9981,113,0.342,0.132,2.5,3.61,1.09
5W04,0.38,0.000691,130.8,0.751,0.398,4.65,6.9,9983,128,0.403,0.249,1.93,2.79,0.839
