#OTU ID,ZD01,ZD02,ZD03,ZD04,ZG01,ZG02,ZG03,ZG04,ZP01,ZP02,ZP03,ZP04,ZS01,ZS02,ZS03,ZS04,ZW01,ZW02,ZW03,ZW04,Consensus Lineage
Otu3351,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__
Otu3072,0,0,0,0,0,2,0,2,0,0,0,3,1,0,0,1,0,0,1,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
Otu4480,0,0,0,1,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Dactylosporangium; s__
Otu2289,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu5345,0,0,0,0,0,0,1,6,0,0,2,1,0,0,0,0,0,0,0,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
Otu1902,0,0,0,0,5,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana; s__
Otu3959,0,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Chitinophaga; s__
Otu2964,0,0,0,0,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
Otu3096,0,0,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
Otu1557,0,0,0,0,0,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,k__Bacteria
Otu4003,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,2,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__
Otu2513,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,5,0,0,0,0,k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
Otu5360,0,0,0,0,0,0,0,0,0,1,4,0,3,1,0,0,1,0,0,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__
Otu3288,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
Otu5029,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu2003,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu1158,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
Otu1562,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu1020,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,4,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae
Otu4586,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
Otu5330,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
Otu3675,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu3273,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,2,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu3943,0,0,0,0,0,0,0,0,2,1,4,2,0,0,1,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
Otu4188,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,2,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
Otu4227,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu3955,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,1,0,0,0,0,k__Bacteria
Otu1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu5546,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
Otu3878,3,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__echinoides
Otu5383,0,0,0,0,0,0,0,0,1,1,1,6,0,0,1,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
Otu4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu2880,0,0,0,0,0,0,0,0,2,3,0,3,1,0,0,1,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
Otu1506,0,0,0,0,0,0,0,0,2,1,2,1,3,1,0,0,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
Otu3724,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,2,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu4139,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__
Otu5028,0,0,0,0,0,0,0,0,2,0,2,4,1,0,0,0,0,0,1,0,k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
Otu5180,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu1814,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,k__Bacteria
Otu3047,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu1235,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
Otu3556,1,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu2984,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__
Otu3300,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu4602,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu4377,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu3922,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__; g__; s__
Otu3315,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu4564,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu1411,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
Otu1686,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae; g__Xylanimicrobium; s__
Otu2449,1,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__
Otu3177,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu3786,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu4530,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__
Otu2848,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus
Otu1949,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu2769,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria
Otu5339,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
Otu5270,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu3078,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__
Otu4123,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu2131,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
Otu1589,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
Otu5034,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium; s__
Otu4453,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
Otu3510,0,1,1,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
Otu3876,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
Otu1421,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu2353,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu4417,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu2040,2,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Williamsiaceae; g__Williamsia; s__
Otu1805,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
Otu4979,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
Otu2506,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu1559,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae
Otu2611,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,2,0,0,0,1,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu821,0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae
Otu1413,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu1936,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
Otu1504,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,2,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
Otu961,0,0,0,0,1,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
Otu5178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
Otu5128,0,0,0,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu1688,0,0,0,0,1,0,2,0,1,1,1,0,1,0,0,2,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu2279,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,3,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu2052,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
Otu3803,1,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
Otu2587,0,0,0,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__
Otu4506,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,2,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
Otu4051,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,1,0,0,2,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
Otu1909,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu3750,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae
Otu2472,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu5053,4,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
Otu2491,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu4134,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,3,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
Otu1283,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
Otu2667,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
Otu3630,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,3,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu3988,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,2,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu4396,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
Otu3807,0,0,0,0,1,0,1,0,0,0,1,4,0,0,2,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
Otu2831,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
Otu1576,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu504,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
Otu3263,0,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
Otu325,1,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
Otu1278,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,1,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu3885,0,0,0,0,0,0,1,0,1,3,1,1,1,0,1,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
Otu2364,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu3945,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae
Otu2801,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
Otu3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu1944,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu3733,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
Otu2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
Otu3857,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__
Otu2001,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu788,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidocella; s__
Otu4428,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu3194,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__
Otu4010,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae
Otu4058,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
Otu3834,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
Otu5547,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae
Otu4507,0,0,0,0,1,0,3,1,0,0,3,0,0,0,1,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
Otu2072,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
Otu1404,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
Otu2979,0,0,0,0,3,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
