#OTU ID,ZD01,ZD02,ZD03,ZD04,ZG01,ZG02,ZG03,ZG04,ZP01,ZP02,ZP03,ZP04,ZS01,ZS02,ZS03,ZS04,ZW01,ZW02,ZW03,ZW04,Consensus Lineage
Otu274,274,219,199,324,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,14,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu139,0,0,0,0,0,0,0,0,155,311,166,137,44,25,54,154,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae
Otu147,202,150,324,368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu301,0,0,0,0,0,0,0,0,313,234,90,163,55,44,33,113,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu255,0,0,0,0,2,0,0,0,190,224,113,202,75,40,53,127,2,3,2,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu186,3,2,4,5,24,18,23,30,172,165,139,228,46,30,27,74,6,6,7,19,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
Otu140,0,0,0,0,0,0,0,0,260,203,161,194,60,38,30,79,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu273,0,0,0,0,2,4,1,9,184,181,154,260,35,15,20,145,1,2,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu302,1,0,3,0,186,121,215,445,2,3,3,0,0,0,1,2,1,1,1,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
Otu357,0,0,0,0,0,0,0,0,40,619,135,138,7,17,5,24,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu67,123,138,107,169,0,0,0,0,2,4,1,0,1,0,0,1,131,130,88,80,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu230,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,193,503,130,141,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu316,0,0,0,0,0,0,0,0,363,205,57,225,19,25,12,50,3,1,2,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidocella; s__
Otu164,227,180,199,178,33,24,24,28,1,0,0,2,0,0,0,0,31,12,16,6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Modestobacter; s__
Otu136,2,0,0,0,0,0,0,3,200,359,96,173,31,12,20,60,1,1,1,2,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae
Otu266,0,0,0,0,3,2,1,1,42,231,143,104,87,17,35,125,36,51,41,41,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Terriglobus; s__
Otu49,49,38,21,56,116,76,110,344,5,2,3,1,2,0,0,6,41,26,35,25,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu227,0,0,0,0,0,0,0,0,185,98,177,240,55,37,31,124,0,0,0,1,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu53,0,0,0,0,0,0,0,0,156,279,79,146,49,52,44,142,0,0,0,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu308,0,0,0,0,0,0,0,0,248,162,143,234,28,20,13,68,5,2,8,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu52,0,0,0,0,236,152,214,316,0,0,0,3,0,0,0,0,3,3,3,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu243,0,0,0,0,0,0,0,0,310,153,156,151,17,26,10,98,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu334,0,0,0,0,0,0,0,0,298,121,149,144,68,30,24,82,3,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu332,0,0,0,0,0,0,0,0,249,155,159,117,64,32,26,115,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu184,0,0,0,0,0,0,0,0,242,184,156,93,51,35,37,116,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu343,0,0,0,0,0,0,0,0,267,150,221,157,18,16,7,77,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu335,0,0,0,0,0,0,0,0,311,119,96,276,30,26,12,40,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu83,124,88,98,190,60,32,44,141,0,1,2,7,0,1,0,2,26,12,32,32,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu122,0,0,0,3,13,15,9,25,80,301,73,154,103,21,14,22,25,1,2,8,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteibacter; s__rhizovicinus
Otu224,0,0,0,0,0,1,2,0,139,194,185,158,62,8,24,92,2,0,2,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__ximonensis
Otu28,1,1,0,0,2,5,5,6,62,380,98,30,99,18,10,131,10,1,5,5,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__cryoconitis
Otu278,0,0,0,0,1,0,0,0,144,174,365,49,38,9,20,69,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu197,0,0,1,0,0,0,0,0,141,177,146,214,44,19,25,96,1,1,0,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu336,9,4,6,5,32,41,47,49,82,119,94,152,34,30,22,77,21,6,24,9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__
Otu26,60,35,40,67,110,74,113,243,1,6,7,0,0,0,0,0,35,20,28,16,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu347,0,0,0,0,0,0,0,0,194,147,124,166,41,46,27,101,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu151,0,0,0,0,0,0,0,0,263,143,120,112,46,39,25,82,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu3103,0,0,0,0,0,0,0,0,104,152,169,97,114,41,43,110,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu312,0,0,0,0,0,0,0,0,166,168,116,152,58,15,38,78,10,1,0,4,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu188,0,0,0,0,0,0,0,0,128,184,115,146,58,19,22,131,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu371,0,0,0,0,0,0,0,0,155,179,142,263,3,0,10,26,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu213,165,114,143,199,0,4,0,1,0,0,0,0,0,0,0,0,42,23,35,50,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
Otu118,22,20,24,37,138,89,106,261,0,1,0,0,0,0,0,4,15,18,10,29,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu388,0,0,0,0,0,0,0,0,213,102,111,207,34,11,23,56,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
Otu293,0,0,0,0,0,0,0,0,141,156,114,113,57,19,38,116,0,0,0,1,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu207,0,0,0,0,0,0,0,0,210,139,110,141,26,24,39,64,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu166,105,104,105,187,0,0,3,12,1,1,21,5,0,1,0,6,98,34,48,9,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae
Otu395,0,0,0,0,0,0,0,0,228,103,113,69,68,41,29,89,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu234,220,128,174,195,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
Otu319,0,0,0,0,0,0,0,0,197,114,66,149,28,28,27,103,7,1,3,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu109,12,10,13,13,33,40,29,120,1,11,8,41,1,0,0,1,66,84,99,133,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu114,32,28,29,52,80,95,99,198,0,0,0,0,0,0,0,0,28,8,28,32,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__adhaesivum
Otu64,16,15,34,34,92,99,99,248,0,2,0,2,1,0,1,1,11,6,17,22,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu217,0,0,0,0,0,0,0,0,9,128,119,431,1,0,2,7,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
Otu194,0,0,0,0,0,0,0,0,76,106,71,123,78,30,65,145,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu39,0,0,0,1,124,107,145,300,2,4,2,1,0,1,0,1,0,1,0,1,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu345,18,14,11,22,6,8,8,17,94,96,116,57,20,41,28,58,18,26,21,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
Otu372,1,1,0,0,0,0,0,0,37,270,49,70,33,36,25,92,37,13,10,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu509,0,0,0,0,0,1,0,0,143,109,88,254,19,14,16,23,3,2,5,2,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
Otu285,0,0,0,0,0,0,0,0,111,140,111,97,44,29,24,113,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu220,132,84,70,185,0,0,0,0,0,0,3,0,0,0,0,0,21,75,32,53,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu272,0,0,0,0,0,0,0,0,146,120,102,105,25,45,22,74,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidocella; s__
Otu370,0,0,0,0,0,0,0,0,152,116,86,167,20,17,19,62,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu178,125,105,110,170,8,9,6,10,0,0,0,0,0,0,0,0,36,9,37,6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
Otu320,0,0,0,0,0,1,1,3,157,103,126,109,33,4,17,71,1,0,1,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Methylibium; s__
Otu341,1,0,0,0,39,4,419,145,2,2,5,0,0,0,0,6,1,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
Otu472,0,0,0,0,0,0,0,0,90,167,108,124,35,11,11,74,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu358,0,0,0,2,137,116,168,189,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
Otu127,0,0,0,0,22,17,27,61,21,130,40,41,29,7,20,36,25,47,33,51,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu414,3,1,1,1,24,29,48,38,12,129,62,106,45,19,21,37,12,6,5,4,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
Otu185,112,78,91,134,0,0,0,0,0,0,0,0,0,0,0,0,57,22,38,70,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu113,25,18,28,35,21,24,12,46,27,52,13,44,1,2,4,5,73,48,80,43,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas
Otu379,0,0,0,0,0,0,0,0,38,154,80,76,73,31,25,118,2,1,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu233,0,0,0,0,0,0,0,0,96,81,66,92,73,45,22,120,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu666,0,0,1,0,1,7,1,3,123,99,117,115,38,19,33,36,0,0,0,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
Otu123,0,0,0,0,101,133,117,238,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu451,0,0,0,0,0,0,0,0,98,141,89,114,40,19,19,69,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu467,0,0,0,0,0,1,0,0,43,103,65,102,68,46,30,105,10,1,9,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
Otu613,0,0,0,0,0,0,0,0,54,292,63,94,19,9,9,38,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu201,0,0,0,0,0,0,0,0,131,36,38,63,17,5,3,19,48,97,62,52,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu193,145,76,100,172,0,0,3,0,0,0,0,0,0,0,0,0,26,5,27,16,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__
Otu100,54,63,50,103,0,0,0,0,4,16,0,5,4,1,0,4,82,85,52,44,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu132,0,0,0,0,0,0,0,0,133,165,50,28,26,8,16,140,0,0,1,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu392,0,0,0,0,0,0,0,0,7,476,8,32,9,20,6,7,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
Otu163,157,110,87,147,1,1,0,0,0,4,6,2,1,1,0,9,14,5,13,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
Otu407,0,0,0,0,0,0,0,0,115,109,78,76,47,22,28,81,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu253,90,71,110,109,0,0,0,0,0,0,0,0,0,0,0,0,36,28,64,45,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
Otu257,131,94,112,191,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu543,12,13,3,12,33,47,64,44,6,48,57,140,14,6,13,22,2,4,4,5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__; s__
Otu397,0,0,0,0,0,0,0,0,12,59,96,334,1,0,5,26,0,2,3,5,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
Otu355,0,0,0,0,11,17,17,14,69,80,66,152,19,12,19,47,5,3,3,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nakamurellaceae; g__; s__
Otu231,128,89,121,125,0,1,3,1,0,0,0,0,0,0,1,0,12,6,21,13,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
Otu383,158,125,103,116,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__
Otu5297,0,0,0,0,0,0,0,0,61,123,82,51,73,22,25,82,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu922,1,0,0,0,102,106,136,132,10,11,1,7,1,0,2,1,3,0,3,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
Otu460,1,0,1,1,0,0,0,1,0,114,141,128,17,7,23,39,4,7,13,18,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu561,0,0,0,0,0,0,0,0,177,63,37,111,23,3,62,37,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia
Otu246,124,96,125,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
Otu247,89,59,89,80,4,5,10,13,0,0,0,0,0,0,0,0,87,19,42,6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
Otu303,95,64,83,121,0,0,1,0,20,13,18,9,0,0,2,0,24,9,25,15,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu189,0,0,0,0,2,5,0,0,133,87,88,67,23,16,11,67,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
Otu374,0,0,0,0,0,0,0,0,15,34,28,30,17,4,3,29,58,96,71,113,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu169,28,59,29,31,0,4,2,0,0,0,0,0,0,0,0,0,102,37,120,71,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
Otu492,0,0,0,0,4,1,10,12,97,104,88,80,17,4,22,41,0,1,0,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__genosp.
Otu713,0,0,0,2,14,5,23,16,85,76,49,85,29,24,26,40,3,1,3,0,k__Bacteria
Otu525,0,0,0,0,0,0,0,0,40,115,68,105,19,45,17,68,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu568,0,0,0,0,0,0,0,0,194,76,61,77,19,14,8,27,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu516,0,0,0,0,0,0,0,0,137,41,35,196,17,6,8,31,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu321,114,61,87,90,9,7,8,13,0,0,0,0,0,0,0,0,40,10,24,6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__Kineococcus; s__
Otu87,0,2,1,0,85,68,87,140,6,4,26,13,4,3,3,8,4,2,4,7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu129,2,1,2,1,61,76,136,132,0,0,3,0,0,0,0,0,7,10,8,24,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
Otu534,0,0,0,0,0,0,0,0,149,118,76,62,15,12,8,20,0,2,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu183,45,25,40,45,3,8,6,18,0,3,0,0,2,0,0,1,74,39,83,68,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
Otu181,2,4,1,11,49,24,63,79,1,14,11,4,1,1,1,4,81,47,46,15,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__
Otu531,0,0,0,0,0,0,0,0,136,101,53,105,17,15,5,26,0,0,0,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu564,0,0,0,0,0,0,0,0,95,91,69,88,19,24,24,45,1,0,2,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
Otu107,0,0,1,0,111,73,63,206,1,0,0,0,0,0,0,1,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu288,87,61,95,119,6,14,12,19,0,5,1,10,0,0,0,0,8,6,5,2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae
Otu315,0,0,0,0,52,15,54,102,41,28,33,65,11,9,4,34,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
Otu190,0,0,0,0,0,0,0,0,122,77,113,98,9,7,7,14,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__
Otu324,150,70,87,113,0,0,0,0,0,1,0,0,0,0,0,0,8,4,7,6,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu337,113,77,92,132,3,0,0,0,0,0,0,0,0,0,0,0,10,4,5,10,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
Otu307,1,8,2,5,0,0,0,0,19,147,27,26,16,18,16,18,67,21,33,22,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Beijerinckia; s__
Otu462,0,0,0,0,0,0,0,0,132,97,79,31,37,22,16,26,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
Otu281,121,63,66,125,10,5,11,13,0,0,0,0,0,0,0,0,20,0,2,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
Otu625,0,0,0,0,0,0,0,0,130,88,77,43,23,16,18,38,0,0,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
Otu340,114,78,111,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
Otu644,0,0,0,0,0,0,0,0,123,66,86,60,28,9,23,32,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu494,100,48,69,86,13,8,5,30,0,0,0,0,2,0,1,0,34,9,14,7,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
Otu260,101,73,75,145,0,0,0,0,0,0,0,0,0,0,0,0,14,2,9,6,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu280,96,58,63,105,11,2,13,8,0,0,0,3,1,0,0,0,18,9,26,8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
Otu236,80,67,72,103,3,2,1,2,0,4,1,1,0,0,0,2,22,12,32,16,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
