,Mock,NC,NC3,Consensus.Lineage
Otu456,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu314,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu661,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu1806,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu2464,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu197,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu224,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu405,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu388,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu2105,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
Otu2599,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__cryoconitis
Otu271,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__cryoconitis
Otu1540,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__terricola
Otu846,0,0,0,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__; g__; s__
Otu480,0,0,0,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__; g__; s__
Otu625,0,0,0,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__; g__; s__
Otu875,0,0,0,k__Bacteria; p__Bacteroidetes; c__VC2_1_Bac22; o__; f__; g__; s__
Otu508,0,0,0,k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__
Otu2611,0,0,0,k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__
Otu2220,0,0,0,k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__
Otu2116,0,0,0,k__Bacteria; p__Chloroflexi; c__Thermomicrobia
Otu1960,0,0,0,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__; f__; g__; s__
Otu1807,0,0,0,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__
Otu1053,0,0,0,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__
Otu2069,0,0,0,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
Otu2007,0,0,0,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
Otu1943,0,0,0,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
Otu2553,0,0,14,k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
Otu448,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu765,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu586,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu286,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1184,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1584,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu432,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu247,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1356,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1974,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu849,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1458,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2455,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu850,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1639,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu909,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu743,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1139,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu281,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu238,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1105,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1049,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1156,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1654,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1324,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1712,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1493,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1416,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1360,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1452,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2192,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2121,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu842,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu872,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu982,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1653,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu563,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2213,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2153,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1586,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1534,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2400,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2384,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2317,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2506,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2588,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2168,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu401,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2262,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2211,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1823,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu2240,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu1325,0,0,0,k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__
Otu1992,0,0,0,k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__
Otu2490,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
Otu141,0,0,1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1108,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1591,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1916,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1422,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1379,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1581,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu2315,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu986,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1194,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu697,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1297,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu900,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1743,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
Otu1651,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus
Otu2422,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus
Otu1670,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus; s__kuerlensis
Otu576,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus; s__kuerlensis
Otu809,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus; s__kuerlensis
Otu1214,0,2,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus; s__kuerlensis
Otu2054,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
Otu2366,0,0,0,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
Otu1524,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2111,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu1828,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2391,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2135,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2282,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2290,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2185,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu1242,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu1965,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2471,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2029,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu1119,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__obscuriglobus
Otu2453,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2260,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu854,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2576,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2505,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2318,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu1912,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2356,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2403,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu1878,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2491,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2416,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu1608,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu1751,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu1961,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2303,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2363,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2285,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2099,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu1932,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2236,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
Otu2270,0,0,0,k__Bacteria; p__Proteobacteria
Otu2276,0,0,0,k__Bacteria; p__Proteobacteria
Otu2397,0,0,0,k__Bacteria; p__Proteobacteria
Otu2466,0,0,0,k__Bacteria; p__Proteobacteria
Otu2600,0,0,0,k__Bacteria; p__Proteobacteria
Otu2089,0,0,0,k__Bacteria; p__Proteobacteria
Otu1388,0,0,0,k__Bacteria; p__Proteobacteria
Otu2445,0,0,0,k__Bacteria; p__Proteobacteria
Otu2342,0,0,0,k__Bacteria; p__Proteobacteria
Otu506,0,0,0,k__Bacteria; p__Proteobacteria
Otu1752,0,0,0,k__Bacteria; p__Proteobacteria
Otu917,0,0,0,k__Bacteria; p__Proteobacteria
Otu1630,0,0,0,k__Bacteria; p__Proteobacteria
Otu2226,0,0,0,k__Bacteria; p__Proteobacteria
Otu2313,0,0,0,k__Bacteria; p__Proteobacteria
Otu1773,0,0,0,k__Bacteria; p__Proteobacteria
Otu2134,0,0,0,k__Bacteria; p__Proteobacteria
Otu1756,0,0,0,k__Bacteria; p__Proteobacteria
Otu2413,0,0,0,k__Bacteria; p__Proteobacteria
Otu1481,0,0,0,k__Bacteria; p__Proteobacteria
Otu2222,0,0,0,k__Bacteria; p__Proteobacteria
Otu792,0,0,0,k__Bacteria; p__Proteobacteria
Otu2188,0,0,0,k__Bacteria; p__Proteobacteria
Otu2333,0,0,0,k__Bacteria; p__Proteobacteria
Otu1109,0,0,0,k__Bacteria; p__Proteobacteria
Otu1576,0,0,0,k__Bacteria; p__Proteobacteria
Otu2367,0,0,0,k__Bacteria; p__Proteobacteria
Otu2574,0,0,0,k__Bacteria; p__Proteobacteria
Otu2409,0,0,0,k__Bacteria; p__Proteobacteria
Otu2484,0,0,0,k__Bacteria; p__Proteobacteria
Otu2042,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
Otu637,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
Otu2330,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
Otu1905,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
Otu2498,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
Otu2503,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
Otu1819,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
Otu2567,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
Otu207,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu135,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1061,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu744,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1796,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu552,0,0,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1317,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu466,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1312,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1580,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu827,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1728,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu710,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu291,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu2357,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1907,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu2184,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu910,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu2321,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1678,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1742,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1001,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu569,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1470,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
Otu1226,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu538,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1989,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1100,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu525,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2373,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1401,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2033,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu518,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu968,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2470,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1364,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1133,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1230,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1723,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1755,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1280,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu882,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1037,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu891,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1088,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1514,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1213,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2040,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1900,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1146,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1368,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1564,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2495,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2575,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2430,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1233,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1260,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1318,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1363,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1929,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1950,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2486,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1908,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2118,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2255,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu1681,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
Otu2531,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis
Otu278,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis; s__biprosthecium
Otu823,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis; s__biprosthecium
